mass,z,fov,mlt,age,log_k,teff,lum
12.0,0.02,0.025,2.6,12561910.0,-2.392094,24990.96958,17590.31
12.0,0.02,0.025,2.6,12791650.0,-2.402248,24875.788254,17860.31
12.0,0.02,0.025,2.8,12280150.0,-2.380316,25059.067883,17245.65
12.0,0.02,0.025,2.8,12511250.0,-2.390168,24948.017349,17505.83
12.0,0.02,0.025,2.8,12736850.0,-2.400095,24833.014061,17767.66
12.0,0.02,0.025,3.0,12480390.0,-2.389252,24903.834847,17454.11
12.0,0.02,0.03,1.0,12389150.0,-2.383701,25276.703213,17448.16
12.0,0.02,0.03,1.0,12640790.0,-2.394443,25166.208328,17738.18
12.0,0.02,0.03,1.0,12886480.0,-2.405351,25050.843501,18032.59
12.0,0.02,0.03,1.0,13125740.0,-2.416367,24932.336329,18330.57
12.0,0.02,0.03,1.0,13359050.0,-2.427494,24809.358178,18631.18
12.0,0.02,0.03,1.2,12247960.0,-2.377476,25346.645915,17294.85
12.0,0.02,0.03,1.2,12503910.0,-2.388194,25238.92253,17584.85
12.0,0.02,0.03,1.2,12753680.0,-2.399016,25126.486622,17877.53
12.0,0.02,0.03,1.2,12997560.0,-2.410023,25010.155478,18175.85
12.0,0.02,0.03,1.2,13235380.0,-2.421137,24889.681728,18477.1
12.0,0.02,0.03,1.4,12220530.0,-2.376152,25367.659425,17267.4
12.0,0.02,0.03,1.4,12478210.0,-2.386891,25259.599749,17557.99
12.0,0.02,0.03,1.4,12729800.0,-2.397729,25147.901213,17852.12
12.0,0.02,0.03,1.4,12975020.0,-2.408735,25032.25832,18150.87
12.0,0.02,0.03,1.4,13214450.0,-2.419871,24911.554651,18452.84
12.0,0.02,0.03,1.6,12164380.0,-2.373692,25401.243869,17208.04
12.0,0.02,0.03,1.6,12425140.0,-2.384469,25294.204148,17500.35
12.0,0.02,0.03,1.6,12679390.0,-2.395335,25183.306231,17795.44
12.0,0.02,0.03,1.6,12927160.0,-2.40633,25067.728549,18094.35
12.0,0.02,0.03,1.6,13168340.0,-2.41745,24949.005943,18397.14
12.0,0.02,0.03,1.6,13403490.0,-2.428681,24825.707035,18702.61
12.0,0.02,0.03,1.8,12259500.0,-2.37747,25371.029904,17317.1
12.0,0.02,0.03,1.8,12518180.0,-2.388276,25263.123284,17611.09
12.0,0.02,0.03,1.8,12770290.0,-2.399156,25151.2257,17907.62
12.0,0.02,0.03,1.8,13016400.0,-2.410226,25034.319421,18209.16
12.0,0.02,0.03,1.8,13256040.0,-2.421401,24914.202012,18514.12
12.0,0.02,0.03,2.0,12385470.0,-2.382557,25326.906445,17462.6
12.0,0.02,0.03,2.0,12641640.0,-2.393424,25216.633454,17758.7
12.0,0.02,0.03,2.0,12891050.0,-2.40438,25103.48879,18058.21
12.0,0.02,0.03,2.0,13134550.0,-2.415505,24985.608915,18362.51
12.0,0.02,0.03,2.0,13372550.0,-2.426774,24862.68203,18670.61
12.0,0.02,0.03,2.2,12383880.0,-2.382298,25333.918757,17462.54
12.0,0.02,0.03,2.2,12640600.0,-2.393158,25224.545361,17759.58
12.0,0.02,0.03,2.2,12890850.0,-2.404135,25110.858344,18059.97
12.0,0.02,0.03,2.2,13135110.0,-2.415281,24992.169919,18365.04
12.0,0.02,0.03,2.2,13372880.0,-2.426515,24870.313898,18673.23
12.0,0.02,0.03,2.4,12185590.0,-2.373832,25421.882845,17240.02
12.0,0.02,0.03,2.4,12447990.0,-2.384636,25314.75881,17535.19
12.0,0.02,0.03,2.4,12703740.0,-2.395523,25204.68776,17833.66
12.0,0.02,0.03,2.4,12953070.0,-2.406541,25090.286465,18136.04
12.0,0.02,0.03,2.4,13196590.0,-2.417698,24970.550595,18442.87
12.0,0.02,0.03,2.4,13433610.0,-2.428976,24847.631333,18752.91
12.0,0.02,0.03,2.6,12186940.0,-2.374494,25347.859704,17223.73
12.0,0.02,0.03,2.6,12442330.0,-2.385042,25240.332796,17510.04
12.0,0.02,0.03,2.6,12691850.0,-2.395713,25128.407623,17799.88
12.0,0.02,0.03,2.6,12934680.0,-2.406497,25013.9887,18094.13
12.0,0.02,0.03,2.6,13171890.0,-2.417406,24894.813914,18391.61
12.0,0.02,0.03,2.8,12302650.0,-2.379781,25225.328721,17330.58
12.0,0.02,0.03,2.8,12548380.0,-2.390132,25116.023542,17610.03
12.0,0.02,0.03,2.8,12788280.0,-2.400621,25002.25116,17893.3
12.0,0.02,0.03,2.8,13022730.0,-2.41122,24884.62998,18180.0
12.0,0.02,0.03,3.0,12304940.0,-2.380231,25161.904708,17312.3
12.0,0.02,0.03,3.0,12544770.0,-2.390396,25051.931202,17584.98
12.0,0.02,0.03,3.0,12778970.0,-2.400653,24937.692024,17860.41
12.0,0.02,0.03,3.0,13007920.0,-2.411025,24819.05685,18138.4
12.0,0.03,0.01,1.0,9502981.0,-2.32736,25682.764227,17313.12
12.0,0.03,0.01,1.0,9710134.0,-2.335939,25582.815866,17540.72
12.0,0.03,0.01,1.0,9912549.0,-2.34456,25480.190322,17769.29
12.0,0.03,0.01,1.0,10110170.0,-2.353227,25375.077932,17998.87
12.0,0.03,0.01,1.0,10303130.0,-2.361931,25267.094706,18229.12
12.0,0.03,0.01,1.0,10491430.0,-2.370676,25156.511795,18459.89
12.0,0.03,0.01,1.0,10675080.0,-2.379437,25043.455913,18690.96
12.0,0.03,0.01,1.0,10854290.0,-2.388252,24928.061659,18922.66
12.0,0.03,0.01,1.0,11029390.0,-2.397124,24809.833161,19155.1
12.0,0.03,0.01,1.2,9449373.0,-2.324664,25711.881448,17257.66
12.0,0.03,0.01,1.2,9658030.0,-2.33323,25612.671377,17485.44
12.0,0.03,0.01,1.2,9861881.0,-2.34185,25510.880514,17714.34
12.0,0.03,0.01,1.2,10061090.0,-2.350517,25406.385584,17944.31
12.0,0.03,0.01,1.2,10255650.0,-2.359226,25299.276229,18175.03
12.0,0.03,0.01,1.2,10445600.0,-2.367971,25189.464542,18406.41
12.0,0.03,0.01,1.2,10631020.0,-2.37677,25077.027933,18638.68
12.0,0.03,0.01,1.2,10812040.0,-2.385596,24961.76545,18871.23
12.0,0.03,0.01,1.2,10988680.0,-2.394472,24843.84295,19104.28
12.0,0.03,0.01,1.4,9584881.0,-2.329934,25652.142167,17408.79
12.0,0.03,0.01,1.4,9790914.0,-2.338549,25551.086978,17637.85
12.0,0.03,0.01,1.4,9992058.0,-2.347204,25447.416315,17867.76
12.0,0.03,0.01,1.4,10188370.0,-2.3559,25341.13383,18098.49
12.0,0.03,0.01,1.4,10379940.0,-2.364634,25232.420559,18329.99
12.0,0.03,0.01,1.4,10566980.0,-2.373409,25121.282644,18562.25
12.0,0.03,0.01,1.4,10749800.0,-2.382236,25007.187728,18795.34
12.0,0.03,0.01,1.4,10928450.0,-2.391115,24890.186113,19029.2
12.0,0.03,0.01,1.6,9433529.0,-2.3237,25725.779652,17244.9
12.0,0.03,0.01,1.6,9643359.0,-2.33229,25626.686122,17473.57
12.0,0.03,0.01,1.6,9848338.0,-2.340918,25524.929871,17703.34
12.0,0.03,0.01,1.6,10048450.0,-2.34959,25420.545856,17933.93
12.0,0.03,0.01,1.6,10243740.0,-2.3583,25313.559587,18165.27
12.0,0.03,0.01,1.6,10434310.0,-2.367048,25204.006306,18397.32
12.0,0.03,0.01,1.6,10620280.0,-2.375834,25092.027884,18630.0
12.0,0.03,0.01,1.6,10801930.0,-2.384662,24977.360414,18863.36
12.0,0.03,0.01,1.6,10979440.0,-2.393548,24859.730734,19097.68
12.0,0.03,0.01,1.8,9480718.0,-2.325569,25706.54918,17297.85
12.0,0.03,0.01,1.8,9689618.0,-2.334167,25606.903653,17527.1
12.0,0.03,0.01,1.8,9893707.0,-2.342802,25504.645763,17757.35
12.0,0.03,0.01,1.8,10092960.0,-2.351484,25399.757312,17988.48
12.0,0.03,0.01,1.8,10287430.0,-2.3602,25292.242908,18220.31
12.0,0.03,0.01,1.8,10477200.0,-2.368962,25182.212093,18453.08
12.0,0.03,0.01,1.8,10662470.0,-2.377757,25069.520867,18686.42
12.0,0.03,0.01,1.8,10843400.0,-2.386602,24954.153239,18920.46
12.0,0.03,0.01,1.8,11020100.0,-2.395484,24836.08155,19154.98
12.0,0.03,0.01,2.0,9598222.0,-2.330265,25653.245155,17428.03
12.0,0.03,0.01,2.0,9804348.0,-2.338876,25552.404909,17658.0
12.0,0.03,0.01,2.0,10005730.0,-2.347532,25448.918516,17889.01
12.0,0.03,0.01,2.0,10202510.0,-2.356233,25342.735602,18121.09
12.0,0.03,0.01,2.0,10394720.0,-2.364978,25233.787081,18354.04
12.0,0.03,0.01,2.0,10582360.0,-2.373763,25122.148399,18587.59
12.0,0.03,0.01,2.0,10765460.0,-2.382578,25007.854868,18821.59
12.0,0.03,0.01,2.0,10944130.0,-2.391438,24890.895249,19056.13
12.0,0.03,0.01,2.2,9437881.0,-2.323582,25732.813095,17254.47
12.0,0.03,0.01,2.2,9648154.0,-2.332158,25633.78373,17483.85
12.0,0.03,0.01,2.2,9853445.0,-2.34078,25532.30197,17714.44
12.0,0.03,0.01,2.2,10053940.0,-2.349444,25428.252747,17946.05
12.0,0.03,0.01,2.2,10249800.0,-2.35815,25321.499285,18178.66
12.0,0.03,0.01,2.2,10441080.0,-2.366896,25212.091456,18412.07
12.0,0.03,0.01,2.2,10627860.0,-2.375685,25099.945429,18646.16
12.0,0.03,0.01,2.2,10810200.0,-2.384512,24985.033848,18880.9
12.0,0.03,0.01,2.2,10988130.0,-2.393379,24867.462896,19116.07
12.0,0.03,0.01,2.4,9515660.0,-2.326568,25699.147521,17340.23
12.0,0.03,0.01,2.4,9724192.0,-2.335157,25599.271099,17570.21
12.0,0.03,0.01,2.4,9927807.0,-2.343782,25496.767638,17801.14
12.0,0.03,0.01,2.4,10126570.0,-2.352445,25391.639311,18032.89
12.0,0.03,0.01,2.4,10320520.0,-2.361139,25284.061916,18265.5
12.0,0.03,0.01,2.4,10509880.0,-2.369883,25173.812526,18499.07
12.0,0.03,0.01,2.4,10694820.0,-2.378662,25060.92186,18733.27
12.0,0.03,0.01,2.4,10875440.0,-2.387479,24944.899826,18967.67
12.0,0.03,0.01,2.4,11051570.0,-2.396334,24826.835423,19202.9
12.0,0.03,0.01,2.6,9598645.0,-2.329839,25637.357168,17418.43
12.0,0.03,0.01,2.6,9802768.0,-2.33833,25536.50151,17645.38
12.0,0.03,0.01,2.6,10002040.0,-2.34686,25433.050041,17873.16
12.0,0.03,0.01,2.6,10196500.0,-2.355423,25327.303242,18101.74
12.0,0.03,0.01,2.6,10386370.0,-2.364019,25219.045662,18330.98
12.0,0.03,0.01,2.6,10571910.0,-2.372663,25108.135105,18561.17
12.0,0.03,0.01,2.6,10753180.0,-2.381343,24994.424141,18792.01
12.0,0.03,0.01,2.6,10930170.0,-2.390065,24878.05794,19023.27
12.0,0.03,0.01,2.8,9425643.0,-2.322729,25697.658556,17220.57
12.0,0.03,0.01,2.8,9631482.0,-2.331101,25599.180251,17443.8
12.0,0.03,0.01,2.8,9832693.0,-2.339507,25498.137581,17668.03
12.0,0.03,0.01,2.8,10029310.0,-2.347954,25394.528634,17893.11
12.0,0.03,0.01,2.8,10221340.0,-2.356438,25288.260721,18119.08
12.0,0.03,0.01,2.8,10408770.0,-2.364957,25179.45037,18345.58
12.0,0.03,0.01,2.8,10591640.0,-2.373496,25068.186718,18572.27
12.0,0.03,0.01,2.8,10770100.0,-2.382063,24954.491939,18799.33
12.0,0.03,0.01,2.8,10944310.0,-2.390673,24838.293957,19026.99
12.0,0.03,0.01,3.0,9453090.0,-2.323701,25665.511031,17240.31
12.0,0.03,0.01,3.0,9656571.0,-2.331999,25566.516496,17461.16
12.0,0.03,0.01,3.0,9855262.0,-2.340327,25465.078467,17682.71
12.0,0.03,0.01,3.0,10049220.0,-2.348686,25361.158946,17904.88
12.0,0.03,0.01,3.0,10238500.0,-2.357063,25254.823905,18127.43
12.0,0.03,0.01,3.0,10423220.0,-2.365473,25146.282234,18350.59
12.0,0.03,0.01,3.0,10603640.0,-2.373918,25035.256251,18574.38
12.0,0.03,0.01,3.0,10779990.0,-2.382408,24921.868028,18799.06
12.0,0.03,0.01,3.0,10952470.0,-2.390939,24805.410998,19024.2
12.0,0.03,0.015,1.0,9785420.0,-2.338304,25722.920626,17709.02
12.0,0.03,0.015,1.0,10002230.0,-2.347571,25619.561625,17960.92
12.0,0.03,0.015,1.0,10213770.0,-2.356889,25513.203568,18214.27
12.0,0.03,0.015,1.0,10420100.0,-2.366267,25404.201335,18469.1
12.0,0.03,0.015,1.0,10621500.0,-2.375703,25292.205513,18725.27
12.0,0.03,0.015,1.0,10818240.0,-2.385199,25177.039392,18982.78
12.0,0.03,0.015,1.0,11010350.0,-2.394771,25058.688884,19241.7
12.0,0.03,0.015,1.0,11197860.0,-2.404404,24936.956805,19501.5
12.0,0.03,0.015,1.0,11380710.0,-2.414098,24812.07718,19762.2
12.0,0.03,0.015,1.2,9754185.0,-2.336468,25743.435128,17676.86
12.0,0.03,0.015,1.2,9972035.0,-2.345727,25640.961068,17929.08
12.0,0.03,0.015,1.2,10184960.0,-2.355058,25535.281529,18183.37
12.0,0.03,0.015,1.2,10392950.0,-2.36446,25426.40235,18439.22
12.0,0.03,0.015,1.2,10595880.0,-2.373918,25314.415459,18696.31
12.0,0.03,0.015,1.2,10793740.0,-2.383427,25199.428133,18954.34
12.0,0.03,0.015,1.2,10986650.0,-2.392989,25081.678066,19213.59
12.0,0.03,0.015,1.2,11174940.0,-2.402618,24960.877726,19474.0
12.0,0.03,0.015,1.2,11358890.0,-2.412306,24836.685971,19735.6
12.0,0.03,0.015,1.4,9679849.0,-2.333116,25781.202926,17596.73
12.0,0.03,0.015,1.4,9899635.0,-2.342342,25679.538699,17848.12
12.0,0.03,0.015,1.4,10114380.0,-2.351658,25575.660693,18102.66
12.0,0.03,0.015,1.4,10324510.0,-2.361054,25467.834664,18358.79
12.0,0.03,0.015,1.4,10529930.0,-2.370525,25356.900842,18616.88
12.0,0.03,0.015,1.4,10730220.0,-2.380051,25242.897454,18876.04
12.0,0.03,0.015,1.4,10925570.0,-2.389623,25125.751414,19136.14
12.0,0.03,0.015,1.4,11116050.0,-2.399254,25005.895482,19397.35
12.0,0.03,0.015,1.4,11301970.0,-2.408952,24882.307109,19659.49
12.0,0.03,0.015,1.6,9711469.0,-2.334373,25772.404981,17635.43
12.0,0.03,0.015,1.6,9931334.0,-2.34364,25670.160251,17888.26
12.0,0.03,0.015,1.6,10145810.0,-2.352976,25565.307329,18143.36
12.0,0.03,0.015,1.6,10355260.0,-2.362375,25457.391708,18400.06
12.0,0.03,0.015,1.6,10559920.0,-2.371839,25346.294128,18658.44
12.0,0.03,0.015,1.6,10759740.0,-2.381375,25231.879159,18918.28
12.0,0.03,0.015,1.6,10954650.0,-2.390962,25114.362914,19179.03
12.0,0.03,0.015,1.6,11144660.0,-2.400595,24993.774131,19440.62
12.0,0.03,0.015,1.6,11329940.0,-2.410291,24870.392798,19703.37
12.0,0.03,0.015,1.8,9786651.0,-2.337407,25741.838154,17721.67
12.0,0.03,0.015,1.8,10005190.0,-2.34671,25638.640904,17975.99
12.0,0.03,0.015,1.8,10218380.0,-2.356075,25532.43002,18232.03
12.0,0.03,0.015,1.8,10426320.0,-2.365486,25423.600053,18489.61
12.0,0.03,0.015,1.8,10629340.0,-2.374963,25311.70344,18748.63
12.0,0.03,0.015,1.8,10827680.0,-2.384508,25196.537665,19009.22
12.0,0.03,0.015,1.8,11021320.0,-2.394119,25078.063536,19271.05
12.0,0.03,0.015,1.8,11210200.0,-2.403783,24956.388179,19533.83
12.0,0.03,0.015,1.8,11394350.0,-2.413508,24831.88413,19797.73
12.0,0.03,0.015,2.0,9702706.0,-2.333828,25783.916823,17629.45
12.0,0.03,0.015,2.0,9923549.0,-2.343101,25682.197789,17883.47
12.0,0.03,0.015,2.0,10139180.0,-2.352452,25577.371712,18139.82
12.0,0.03,0.015,2.0,10349770.0,-2.361864,25469.359672,18397.72
12.0,0.03,0.015,2.0,10555240.0,-2.371331,25358.267453,18656.93
12.0,0.03,0.015,2.0,10755590.0,-2.380848,25244.114077,18917.27
12.0,0.03,0.015,2.0,10950930.0,-2.390423,25127.098321,19179.03
12.0,0.03,0.015,2.0,11141540.0,-2.400054,25007.094312,19441.86
12.0,0.03,0.015,2.0,11327720.0,-2.40975,24883.763705,19705.94
12.0,0.03,0.015,2.2,9719369.0,-2.334368,25780.294725,17650.31
12.0,0.03,0.015,2.2,9939896.0,-2.343635,25678.535617,17904.67
12.0,0.03,0.015,2.2,10155410.0,-2.35299,25573.5328,18161.48
12.0,0.03,0.015,2.2,10365870.0,-2.362399,25465.350819,18419.89
12.0,0.03,0.015,2.2,10571170.0,-2.371866,25354.113467,18679.58
12.0,0.03,0.015,2.2,10771350.0,-2.381386,25239.78135,18940.47
12.0,0.03,0.015,2.2,10966510.0,-2.390951,25122.771424,19202.62
12.0,0.03,0.015,2.2,11157020.0,-2.400579,25002.661221,19466.0
12.0,0.03,0.015,2.2,11343180.0,-2.410279,24879.062649,19730.76
12.0,0.03,0.015,2.4,9819199.0,-2.338294,25739.435924,17764.65
12.0,0.03,0.015,2.4,10037620.0,-2.347599,25636.402499,18020.56
12.0,0.03,0.015,2.4,10250900.0,-2.356965,25530.344497,18278.39
12.0,0.03,0.015,2.4,10459300.0,-2.366401,25421.130954,18538.0
12.0,0.03,0.015,2.4,10662790.0,-2.375898,25308.64081,18799.08
12.0,0.03,0.015,2.4,10861340.0,-2.385448,25192.90824,19061.47
12.0,0.03,0.015,2.4,11054890.0,-2.395049,25074.143087,19324.69
12.0,0.03,0.015,2.4,11243560.0,-2.404697,24952.640267,19589.06
12.0,0.03,0.015,2.4,11427730.0,-2.41441,24827.921056,19854.67
12.0,0.03,0.015,2.6,9658678.0,-2.331659,25781.295222,17569.13
12.0,0.03,0.015,2.6,9877490.0,-2.340769,25680.414529,17818.7
12.0,0.03,0.015,2.6,10091210.0,-2.34995,25576.614524,18070.51
12.0,0.03,0.015,2.6,10300160.0,-2.359199,25469.66264,18324.11
12.0,0.03,0.015,2.6,10504240.0,-2.368503,25359.525219,18579.13
12.0,0.03,0.015,2.6,10703340.0,-2.377861,25246.350587,18835.3
12.0,0.03,0.015,2.6,10897490.0,-2.387259,25130.208165,19092.32
12.0,0.03,0.015,2.6,11086790.0,-2.396704,25011.024273,19350.26
12.0,0.03,0.015,2.6,11271380.0,-2.406202,24889.297809,19609.38
12.0,0.03,0.015,2.8,9694822.0,-2.333077,25733.574026,17593.86
12.0,0.03,0.015,2.8,9909627.0,-2.342071,25632.167404,17839.69
12.0,0.03,0.015,2.8,10119710.0,-2.351137,25527.597641,18087.33
12.0,0.03,0.015,2.8,10324870.0,-2.360253,25420.041551,18336.29
12.0,0.03,0.015,2.8,10525000.0,-2.369414,25309.603989,18586.24
12.0,0.03,0.015,2.8,10720170.0,-2.378612,25196.254598,18837.06
12.0,0.03,0.015,2.8,10910510.0,-2.387858,25080.382862,19089.0
12.0,0.03,0.015,2.8,11096360.0,-2.397157,24961.473383,19341.98
12.0,0.03,0.015,2.8,11277960.0,-2.406515,24839.468227,19596.08
12.0,0.03,0.015,3.0,9513319.0,-2.325654,25786.030111,17379.19
12.0,0.03,0.015,3.0,9729695.0,-2.334487,25686.649469,17619.48
12.0,0.03,0.015,3.0,9941065.0,-2.343388,25584.361965,17861.71
12.0,0.03,0.015,3.0,10147410.0,-2.352327,25479.257912,18105.11
12.0,0.03,0.015,3.0,10348720.0,-2.361311,25371.366003,18349.46
12.0,0.03,0.015,3.0,10545090.0,-2.370333,25260.671014,18594.71
12.0,0.03,0.015,3.0,10736630.0,-2.379391,25147.565305,18841.01
12.0,0.03,0.015,3.0,10923700.0,-2.388507,25031.600505,19088.4
12.0,0.03,0.015,3.0,11106620.0,-2.397679,24912.367129,19336.9
12.0,0.03,0.02,1.0,10074870.0,-2.349634,25758.092119,18120.84
12.0,0.03,0.02,1.0,10300330.0,-2.359576,25651.455667,18397.34
12.0,0.03,0.02,1.0,10520060.0,-2.369597,25541.972998,18676.48
12.0,0.03,0.02,1.0,10734490.0,-2.379696,25429.137751,18957.69
12.0,0.03,0.02,1.0,10943970.0,-2.389889,25312.53093,19241.11
12.0,0.03,0.02,1.0,11148370.0,-2.400161,25192.192223,19526.29
12.0,0.03,0.02,1.0,11347570.0,-2.410509,25068.285519,19812.95
12.0,0.03,0.02,1.0,11541610.0,-2.420929,24941.369176,20101.2
12.0,0.03,0.02,1.0,11730910.0,-2.431431,24810.959181,20390.95
12.0,0.03,0.02,1.2,10010190.0,-2.346347,25795.158298,18048.89
12.0,0.03,0.02,1.2,10237940.0,-2.356276,25689.821478,18325.56
12.0,0.03,0.02,1.2,10460250.0,-2.366315,25580.814158,18605.43
12.0,0.03,0.02,1.2,10676990.0,-2.376429,25468.374413,18887.21
12.0,0.03,0.02,1.2,10888160.0,-2.386605,25353.088325,19170.97
12.0,0.03,0.02,1.2,11094210.0,-2.396865,25234.337801,19456.65
12.0,0.03,0.02,1.2,11295530.0,-2.407222,25111.611718,19744.41
12.0,0.03,0.02,1.2,11491920.0,-2.417658,24985.093963,20033.78
12.0,0.03,0.02,1.2,11683290.0,-2.428166,24854.92344,20324.48
12.0,0.03,0.02,1.4,10223330.0,-2.355302,25703.605872,18310.74
12.0,0.03,0.02,1.4,10446560.0,-2.365354,25595.177679,18591.61
12.0,0.03,0.02,1.4,10664540.0,-2.375493,25483.348751,18874.92
12.0,0.03,0.02,1.4,10877230.0,-2.385712,25367.855527,19160.19
12.0,0.03,0.02,1.4,11084660.0,-2.396007,25248.696352,19447.23
12.0,0.03,0.02,1.4,11286760.0,-2.406376,25125.992422,19735.77
12.0,0.03,0.02,1.4,11483610.0,-2.416809,25000.257296,20025.98
12.0,0.03,0.02,1.4,11675640.0,-2.427328,24870.958362,20317.75
12.0,0.03,0.02,1.6,10246200.0,-2.356224,25700.014909,18342.44
12.0,0.03,0.02,1.6,10469230.0,-2.366291,25591.579451,18624.23
12.0,0.03,0.02,1.6,10687160.0,-2.376449,25479.379527,18908.47
12.0,0.03,0.02,1.6,10899820.0,-2.386686,25363.478232,19194.71
12.0,0.03,0.02,1.6,11107040.0,-2.396992,25244.041652,19482.6
12.0,0.03,0.02,1.6,11308880.0,-2.407369,25121.554199,19772.27
12.0,0.03,0.02,1.6,11505730.0,-2.417822,24995.614792,20063.67
12.0,0.03,0.02,1.6,11698010.0,-2.428372,24865.898154,20357.12
12.0,0.03,0.02,1.8,10053620.0,-2.347712,25794.646075,18110.35
12.0,0.03,0.02,1.8,10281640.0,-2.357682,25689.267981,18389.77
12.0,0.03,0.02,1.8,10504200.0,-2.367761,25580.478838,18672.53
12.0,0.03,0.02,1.8,10721730.0,-2.377937,25467.733453,18957.78
12.0,0.03,0.02,1.8,10933950.0,-2.38819,25351.341032,19245.02
12.0,0.03,0.02,1.8,11140680.0,-2.398509,25231.473391,19533.84
12.0,0.03,0.02,1.8,11342050.0,-2.4089,25108.67049,19824.58
12.0,0.03,0.02,1.8,11538540.0,-2.419371,24982.232927,20117.12
12.0,0.03,0.02,1.8,11730520.0,-2.429942,24851.598973,20411.59
12.0,0.03,0.02,2.0,10256230.0,-2.356382,25706.334677,18359.75
12.0,0.03,0.02,2.0,10480100.0,-2.366464,25597.766694,18643.18
12.0,0.03,0.02,2.0,10698720.0,-2.376637,25485.24143,18928.8
12.0,0.03,0.02,2.0,10911770.0,-2.386877,25369.266214,19216.32
12.0,0.03,0.02,2.0,11119190.0,-2.397179,25250.563733,19505.65
12.0,0.03,0.02,2.0,11321590.0,-2.407561,25128.197842,19796.92
12.0,0.03,0.02,2.0,11519340.0,-2.418036,25001.683309,20090.25
12.0,0.03,0.02,2.0,11712190.0,-2.428596,24871.947599,20385.55
12.0,0.03,0.02,2.2,10268700.0,-2.356757,25705.917082,18377.59
12.0,0.03,0.02,2.2,10492640.0,-2.366849,25596.961407,18661.5
12.0,0.03,0.02,2.2,10711040.0,-2.377012,25484.483982,18947.53
12.0,0.03,0.02,2.2,10923830.0,-2.38724,25369.07067,19235.63
12.0,0.03,0.02,2.2,11131420.0,-2.397549,25250.188305,19525.78
12.0,0.03,0.02,2.2,11334170.0,-2.407946,25127.358286,19818.12
12.0,0.03,0.02,2.2,11532000.0,-2.418427,25000.649335,20112.26
12.0,0.03,0.02,2.2,11724770.0,-2.428973,24871.366146,20408.57
12.0,0.03,0.02,2.4,10087590.0,-2.348687,25794.148229,18157.64
12.0,0.03,0.02,2.4,10315910.0,-2.358673,25688.551913,18439.04
12.0,0.03,0.02,2.4,10539030.0,-2.36878,25578.998001,18724.01
12.0,0.03,0.02,2.4,10756690.0,-2.37896,25465.878521,19011.11
12.0,0.03,0.02,2.4,10968730.0,-2.389205,25349.676378,19300.23
12.0,0.03,0.02,2.4,11175510.0,-2.399524,25230.158576,19591.35
12.0,0.03,0.02,2.4,11377410.0,-2.40993,25106.788105,19884.61
12.0,0.03,0.02,2.4,11574490.0,-2.420422,24979.442096,20179.73
12.0,0.03,0.02,2.4,11766580.0,-2.430993,24848.349828,20476.36
12.0,0.03,0.02,2.6,10194750.0,-2.353356,25708.234125,18272.77
12.0,0.03,0.02,2.6,10417240.0,-2.363266,25600.659245,18551.3
12.0,0.03,0.02,2.6,10634500.0,-2.373255,25489.4057,18831.99
12.0,0.03,0.02,2.6,10846390.0,-2.383311,25374.665337,19114.48
12.0,0.03,0.02,2.6,11052830.0,-2.393425,25256.52118,19398.56
12.0,0.03,0.02,2.6,11253950.0,-2.403602,25135.692443,19684.49
12.0,0.03,0.02,2.6,11450290.0,-2.413854,25011.20552,19972.21
12.0,0.03,0.02,2.6,11642220.0,-2.424206,24882.960257,20262.17
12.0,0.03,0.02,2.8,9969220.0,-2.343722,25765.757965,17980.35
12.0,0.03,0.02,2.8,10192420.0,-2.353349,25661.500297,18249.36
12.0,0.03,0.02,2.8,10410680.0,-2.363074,25553.518516,18521.2
12.0,0.03,0.02,2.8,10623730.0,-2.372869,25442.141801,18794.92
12.0,0.03,0.02,2.8,10831370.0,-2.382717,25327.507728,19070.06
12.0,0.03,0.02,2.8,11033710.0,-2.392625,25210.030039,19347.02
12.0,0.03,0.02,2.8,11231150.0,-2.402599,25089.31477,19625.53
12.0,0.03,0.02,2.8,11424080.0,-2.412651,24964.839465,19905.77
12.0,0.03,0.02,2.8,11612430.0,-2.422778,24836.700131,20187.48
12.0,0.03,0.02,3.0,10019770.0,-2.345926,25705.037648,18025.2
12.0,0.03,0.02,3.0,10238370.0,-2.355446,25599.462713,18290.09
12.0,0.03,0.02,3.0,10451880.0,-2.365027,25490.604041,18556.83
12.0,0.03,0.02,3.0,10660080.0,-2.374664,25378.550308,18824.92
12.0,0.03,0.02,3.0,10863020.0,-2.384352,25263.343648,19094.35
12.0,0.03,0.02,3.0,11060810.0,-2.394093,25145.556434,19365.34
12.0,0.03,0.02,3.0,11253970.0,-2.403897,25024.435384,19637.83
12.0,0.03,0.02,3.0,11442820.0,-2.413788,24899.445363,19911.96
12.0,0.03,0.025,1.0,10551590.0,-2.369614,25704.697169,18784.88
12.0,0.03,0.025,1.0,10780070.0,-2.380324,25592.78843,19089.98
12.0,0.03,0.025,1.0,11003220.0,-2.391145,25476.484303,19398.02
12.0,0.03,0.025,1.0,11220940.0,-2.402076,25355.979169,19708.78
12.0,0.03,0.025,1.0,11432880.0,-2.413086,25232.158287,20021.93
12.0,0.03,0.025,1.0,11639460.0,-2.424202,25104.5089,20337.57
12.0,0.03,0.025,1.0,11841120.0,-2.435435,24972.381952,20655.67
12.0,0.03,0.025,1.0,12037800.0,-2.446779,24835.798007,20975.89
12.0,0.03,0.025,1.2,10542370.0,-2.368591,25721.27585,18777.48
