mass,z,fov,mlt,age,log_k,teff,lum
11.4,0.01,0.015,2.0,13264200.0,-2.287891,25631.883388,13978.2
11.4,0.01,0.015,2.0,13509450.0,-2.295695,25538.101502,14163.89
11.4,0.01,0.015,2.0,13748760.0,-2.303541,25442.025233,14351.0
11.4,0.01,0.015,2.0,13982600.0,-2.31144,25343.079771,14539.59
11.4,0.01,0.015,2.0,14211300.0,-2.319383,25241.150794,14729.28
11.4,0.01,0.015,2.0,14434720.0,-2.327361,25136.124542,14919.67
11.4,0.01,0.015,2.0,14652690.0,-2.335346,25028.425452,15110.9
11.4,0.01,0.015,2.0,14865350.0,-2.343388,24918.201883,15302.86
11.4,0.01,0.015,2.0,15073160.0,-2.351471,24804.87933,15495.52
11.4,0.01,0.015,2.0,15276170.0,-2.3596,24688.731528,15689.12
11.4,0.01,0.015,2.0,15474450.0,-2.367775,24569.262476,15883.33
11.4,0.01,0.015,2.0,15667920.0,-2.375986,24447.426895,16078.3
11.4,0.01,0.015,2.0,15856860.0,-2.384239,24322.467645,16273.67
11.4,0.01,0.015,2.2,13201430.0,-2.285893,25659.42347,13932.61
11.4,0.01,0.015,2.2,13448170.0,-2.293689,25566.85191,14118.32
11.4,0.01,0.015,2.2,13689320.0,-2.301525,25471.456408,14305.18
11.4,0.01,0.015,2.2,13925170.0,-2.309428,25372.954789,14493.8
11.4,0.01,0.015,2.2,14155480.0,-2.317368,25271.568103,14683.38
11.4,0.01,0.015,2.2,14380170.0,-2.325338,25167.760083,14873.89
11.4,0.01,0.015,2.2,14599640.0,-2.333349,25061.097614,15065.41
11.4,0.01,0.015,2.2,14814200.0,-2.341403,24951.397668,15257.79
11.4,0.01,0.015,2.2,15023810.0,-2.349469,24838.508461,15450.76
11.4,0.01,0.015,2.2,15228300.0,-2.357599,24723.056563,15644.6
11.4,0.01,0.015,2.2,15427900.0,-2.365765,24604.848256,15839.08
11.4,0.01,0.015,2.2,15623000.0,-2.37398,24483.39788,16034.21
11.4,0.01,0.015,2.2,15813530.0,-2.382242,24359.218335,16230.22
11.4,0.01,0.015,2.4,13140580.0,-2.28413,25670.742097,13884.24
11.4,0.01,0.015,2.4,13386920.0,-2.291865,25578.874218,14068.13
11.4,0.01,0.015,2.4,13627730.0,-2.29964,25484.159733,14253.17
11.4,0.01,0.015,2.4,13863310.0,-2.307482,25386.359152,14439.95
11.4,0.01,0.015,2.4,14093350.0,-2.315358,25285.741452,14627.61
11.4,0.01,0.015,2.4,14317790.0,-2.323249,25182.798366,14816.17
11.4,0.01,0.015,2.4,14537090.0,-2.331191,25077.022419,15005.63
11.4,0.01,0.015,2.4,14751570.0,-2.339178,24968.064322,15195.95
11.4,0.01,0.015,2.4,14961000.0,-2.347202,24856.487761,15387.16
11.4,0.01,0.015,2.4,15165520.0,-2.35527,24741.869815,15579.12
11.4,0.01,0.015,2.4,15365290.0,-2.363378,24624.574454,15771.92
11.4,0.01,0.015,2.4,15560460.0,-2.37153,24504.125852,15965.3
11.4,0.01,0.015,2.4,15751090.0,-2.379732,24380.621712,16159.49
11.4,0.01,0.015,2.6,13161670.0,-2.285057,25618.190192,13886.26
11.4,0.01,0.015,2.6,13403290.0,-2.292677,25525.55151,14066.32
11.4,0.01,0.015,2.6,13639390.0,-2.300349,25430.241608,14247.86
11.4,0.01,0.015,2.6,13870200.0,-2.308067,25331.848667,14430.48
11.4,0.01,0.015,2.6,14095490.0,-2.315812,25231.00884,14613.91
11.4,0.01,0.015,2.6,14315320.0,-2.323577,25127.385571,14797.68
11.4,0.01,0.015,2.6,14529920.0,-2.331364,25021.365982,14982.38
11.4,0.01,0.015,2.6,14739550.0,-2.339194,24912.706044,15167.71
11.4,0.01,0.015,2.6,14944540.0,-2.347068,24801.08988,15353.89
11.4,0.01,0.015,2.6,15144860.0,-2.354988,24686.643361,15540.92
11.4,0.01,0.015,2.6,15340540.0,-2.362931,24569.439804,15728.49
11.4,0.01,0.015,2.6,15531730.0,-2.370924,24449.301591,15916.54
11.4,0.01,0.015,2.6,15718420.0,-2.378959,24327.216803,16105.64
11.4,0.01,0.015,2.8,13185320.0,-2.285923,25573.269456,13891.08
11.4,0.01,0.015,2.8,13422460.0,-2.29344,25480.012974,14067.73
11.4,0.01,0.015,2.8,13654120.0,-2.301009,25384.317719,14245.99
11.4,0.01,0.015,2.8,13880470.0,-2.308609,25285.943166,14424.99
11.4,0.01,0.015,2.8,14101700.0,-2.316227,25185.018687,14604.78
11.4,0.01,0.015,2.8,14317900.0,-2.323887,25080.828243,14784.92
11.4,0.01,0.015,2.8,14528720.0,-2.33157,24974.812658,14965.88
11.4,0.01,0.015,2.8,14734530.0,-2.339278,24866.009298,15147.15
11.4,0.01,0.015,2.8,14935840.0,-2.347027,24754.5007,15329.25
11.4,0.01,0.015,2.8,15132540.0,-2.354814,24640.222736,15511.93
11.4,0.01,0.015,2.8,15324750.0,-2.362639,24523.279401,15695.28
11.4,0.01,0.015,2.8,15512560.0,-2.370501,24403.615921,15879.1
11.4,0.01,0.015,3.0,13316740.0,-2.290272,25486.761561,13976.76
11.4,0.01,0.015,3.0,13547380.0,-2.297725,25391.872443,14151.3
11.4,0.01,0.015,3.0,13772700.0,-2.305205,25294.385251,14326.47
11.4,0.01,0.015,3.0,13992660.0,-2.312706,25194.55291,14502.24
11.4,0.01,0.015,3.0,14207460.0,-2.320233,25092.34286,14678.66
11.4,0.01,0.015,3.0,14417480.0,-2.327796,24987.341887,14855.77
11.4,0.01,0.015,3.0,14622730.0,-2.335394,24879.754435,15033.61
11.4,0.01,0.015,3.0,14823250.0,-2.343005,24769.32057,15211.65
11.4,0.01,0.015,3.0,15018990.0,-2.350659,24656.603173,15390.34
11.4,0.01,0.015,3.0,15210140.0,-2.35834,24541.422371,15569.38
11.4,0.01,0.015,3.0,15397080.0,-2.366045,24423.408111,15748.82
11.4,0.01,0.015,3.0,15579770.0,-2.373804,24302.934326,15928.96
11.4,0.01,0.02,1.0,13054410.0,-2.280354,25863.72795,13867.62
11.4,0.01,0.02,1.0,13322020.0,-2.2886,25773.489185,14067.61
11.4,0.01,0.02,1.0,13583190.0,-2.296887,25680.269845,14268.97
11.4,0.01,0.02,1.0,13837740.0,-2.305197,25584.959014,14471.58
11.4,0.01,0.02,1.0,14086460.0,-2.313553,25486.293407,14675.49
11.4,0.01,0.02,1.0,14329630.0,-2.321988,25384.108924,14881.9
11.4,0.01,0.02,1.0,14566800.0,-2.33048,25279.30581,15089.8
11.4,0.01,0.02,1.0,14798370.0,-2.339015,25171.15059,15298.77
11.4,0.01,0.02,1.0,15024560.0,-2.347607,25059.906834,15509.34
11.4,0.01,0.02,1.0,15245400.0,-2.356251,24944.971716,15720.83
11.4,0.01,0.02,1.0,15460800.0,-2.364944,24827.304602,15933.63
11.4,0.01,0.02,1.0,15670970.0,-2.373685,24706.42527,16147.42
11.4,0.01,0.02,1.0,15876390.0,-2.382492,24581.750431,16362.31
11.4,0.01,0.02,1.0,16076820.0,-2.391358,24453.604479,16578.25
11.4,0.01,0.02,1.0,16272120.0,-2.400264,24322.977928,16795.06
11.4,0.01,0.02,1.2,13082970.0,-2.281175,25862.996963,13891.79
11.4,0.01,0.02,1.2,13350690.0,-2.289446,25772.430492,14092.72
11.4,0.01,0.02,1.2,13611630.0,-2.297744,25679.817564,14294.96
11.4,0.01,0.02,1.2,13866590.0,-2.306086,25583.875887,14498.47
11.4,0.01,0.02,1.2,14115860.0,-2.314474,25484.595214,14703.66
11.4,0.01,0.02,1.2,14358980.0,-2.322949,25382.753912,14911.32
11.4,0.01,0.02,1.2,14596470.0,-2.331475,25277.608189,15120.36
11.4,0.01,0.02,1.2,14828660.0,-2.340061,25168.821415,15330.85
11.4,0.01,0.02,1.2,15055160.0,-2.348694,25056.740241,15542.45
11.4,0.01,0.02,1.2,15275850.0,-2.357358,24942.045897,15755.36
11.4,0.01,0.02,1.2,15491310.0,-2.366078,24824.041892,15969.1
11.4,0.01,0.02,1.2,15701900.0,-2.374865,24702.610538,16184.36
11.4,0.01,0.02,1.2,15907560.0,-2.383717,24577.224833,16400.61
11.4,0.01,0.02,1.2,16108060.0,-2.392617,24449.296487,16618.03
11.4,0.01,0.02,1.2,16303730.0,-2.401572,24317.696595,16836.15
11.4,0.01,0.02,1.4,12993370.0,-2.27851,25899.06599,13829.32
11.4,0.01,0.02,1.4,13263740.0,-2.286775,25809.948194,14030.34
11.4,0.01,0.02,1.4,13528060.0,-2.2951,25717.599637,14233.05
11.4,0.01,0.02,1.4,13785900.0,-2.303446,25622.779246,14437.17
11.4,0.01,0.02,1.4,14037630.0,-2.311844,25525.099258,14642.64
11.4,0.01,0.02,1.4,14283760.0,-2.320324,25424.130782,14850.49
11.4,0.01,0.02,1.4,14524300.0,-2.328865,25319.290369,15060.15
11.4,0.01,0.02,1.4,14758800.0,-2.337458,25211.999139,15271.23
11.4,0.01,0.02,1.4,14987580.0,-2.346093,25101.436809,15483.33
11.4,0.01,0.02,1.4,15211140.0,-2.354787,24987.228328,15696.73
11.4,0.01,0.02,1.4,15429180.0,-2.363532,24870.098745,15911.44
11.4,0.01,0.02,1.4,15641910.0,-2.372325,24749.774335,16127.22
11.4,0.01,0.02,1.4,15849760.0,-2.381186,24625.768149,16344.32
11.4,0.01,0.02,1.4,16052650.0,-2.390093,24498.160029,16562.32
11.4,0.01,0.02,1.4,16250430.0,-2.399067,24367.599193,16781.48
11.4,0.01,0.02,1.6,13026440.0,-2.279497,25894.631655,13856.04
11.4,0.01,0.02,1.6,13297190.0,-2.287806,25804.915238,14058.12
11.4,0.01,0.02,1.6,13561460.0,-2.296158,25712.175513,14261.67
11.4,0.01,0.02,1.6,13819020.0,-2.304536,25617.262492,14466.55
11.4,0.01,0.02,1.6,14070630.0,-2.312946,25519.050835,14672.71
11.4,0.01,0.02,1.6,14316610.0,-2.321453,25417.822079,14881.5
11.4,0.01,0.02,1.6,14556930.0,-2.33003,25313.08626,15092.18
11.4,0.01,0.02,1.6,14791650.0,-2.338662,25205.240917,15304.46
11.4,0.01,0.02,1.6,15020760.0,-2.347343,25093.858652,15517.8
11.4,0.01,0.02,1.6,15244260.0,-2.356072,24979.043023,15732.24
11.4,0.01,0.02,1.6,15462010.0,-2.364839,24861.657681,15947.79
11.4,0.01,0.02,1.6,15674580.0,-2.373663,24740.904314,16164.58
11.4,0.01,0.02,1.6,15882360.0,-2.382555,24616.247817,16382.56
11.4,0.01,0.02,1.6,16085080.0,-2.391507,24488.083852,16601.6
11.4,0.01,0.02,1.6,16282560.0,-2.4005,24357.338451,16821.58
11.4,0.01,0.02,1.8,13068790.0,-2.280765,25885.751275,13889.04
11.4,0.01,0.02,1.8,13339090.0,-2.289094,25795.615995,14091.84
11.4,0.01,0.02,1.8,13602820.0,-2.297467,25702.483499,14296.08
11.4,0.01,0.02,1.8,13859880.0,-2.305866,25607.22851,14501.75
11.4,0.01,0.02,1.8,14111060.0,-2.314312,25508.530936,14708.68
11.4,0.01,0.02,1.8,14356610.0,-2.322847,25406.806735,14918.37
11.4,0.01,0.02,1.8,14596460.0,-2.331446,25301.691625,15129.82
11.4,0.01,0.02,1.8,14830770.0,-2.340101,25193.323885,15342.82
11.4,0.01,0.02,1.8,15059500.0,-2.348795,25081.362375,15556.97
11.4,0.01,0.02,1.8,15282560.0,-2.35755,24966.015429,15772.21
11.4,0.01,0.02,1.8,15499860.0,-2.366339,24848.176863,15988.53
11.4,0.01,0.02,1.8,15712020.0,-2.375189,24726.788365,16206.09
11.4,0.01,0.02,1.8,15919390.0,-2.384095,24601.542399,16424.85
11.4,0.01,0.02,1.8,16121650.0,-2.393072,24472.81713,16644.7
11.4,0.01,0.02,1.8,16318700.0,-2.40209,24341.56693,16865.47
11.4,0.01,0.02,2.0,12969280.0,-2.277765,25920.512253,13816.34
11.4,0.01,0.02,2.0,13242070.0,-2.286083,25831.881823,14019.02
11.4,0.01,0.02,2.0,13508370.0,-2.29444,25740.468902,14223.11
11.4,0.01,0.02,2.0,13768740.0,-2.302851,25645.61288,14428.75
11.4,0.01,0.02,2.0,14022890.0,-2.311308,25547.628828,14635.88
11.4,0.01,0.02,2.0,14270600.0,-2.319814,25447.317715,14844.88
11.4,0.01,0.02,2.0,14512600.0,-2.328392,25343.394797,15055.81
11.4,0.01,0.02,2.0,14749160.0,-2.337031,25235.938163,15268.32
11.4,0.01,0.02,2.0,14979820.0,-2.345706,25125.48433,15482.18
11.4,0.01,0.02,2.0,15204820.0,-2.354441,25012.095727,15697.48
11.4,0.01,0.02,2.0,15424660.0,-2.363236,24895.14484,15914.06
11.4,0.01,0.02,2.0,15639430.0,-2.37208,24774.364665,16131.78
11.4,0.01,0.02,2.0,15848800.0,-2.380987,24650.719251,16350.79
11.4,0.01,0.02,2.0,16053040.0,-2.389946,24523.81539,16570.79
11.4,0.01,0.02,2.0,16252640.0,-2.398974,24392.995244,16791.92
11.4,0.01,0.02,2.2,13149820.0,-2.283179,25867.987243,13950.84
11.4,0.01,0.02,2.2,13419190.0,-2.291549,25777.073191,14154.96
11.4,0.01,0.02,2.2,13681940.0,-2.299956,25683.616484,14360.63
11.4,0.01,0.02,2.2,13938380.0,-2.3084,25587.400214,14567.7
11.4,0.01,0.02,2.2,14189110.0,-2.3169,25487.632318,14776.31
11.4,0.01,0.02,2.2,14433910.0,-2.325502,25384.354563,14987.88
11.4,0.01,0.02,2.2,14672490.0,-2.334131,25278.643625,15200.54
11.4,0.01,0.02,2.2,14905480.0,-2.342812,25169.493338,15414.48
11.4,0.01,0.02,2.2,15133200.0,-2.351554,25056.65189,15629.88
11.4,0.01,0.02,2.2,15355290.0,-2.360335,24940.425464,15846.41
11.4,0.01,0.02,2.2,15571680.0,-2.369166,24821.632522,16064.14
11.4,0.01,0.02,2.2,15783010.0,-2.378054,24699.217567,16282.9
11.4,0.01,0.02,2.2,15989540.0,-2.387017,24573.344082,16503.38
11.4,0.01,0.02,2.2,16191230.0,-2.396049,24443.72079,16725.07
11.4,0.01,0.02,2.2,16388100.0,-2.405143,24310.882217,16948.01
11.4,0.01,0.02,2.4,13098680.0,-2.281736,25878.416565,13911.4
11.4,0.01,0.02,2.4,13368050.0,-2.290058,25787.919655,14114.17
11.4,0.01,0.02,2.4,13630640.0,-2.298416,25695.198416,14318.41
11.4,0.01,0.02,2.4,13887090.0,-2.306814,25599.499996,14524.03
11.4,0.01,0.02,2.4,14137900.0,-2.31527,25500.292929,14731.23
11.4,0.01,0.02,2.4,14382710.0,-2.323809,25397.741813,14940.88
11.4,0.01,0.02,2.4,14621320.0,-2.332387,25292.874525,15152.05
11.4,0.01,0.02,2.4,14854480.0,-2.341009,25184.384975,15364.56
11.4,0.01,0.02,2.4,15082450.0,-2.349706,25072.252848,15578.6
11.4,0.01,0.02,2.4,15304760.0,-2.358454,24958.046037,15794.53
11.4,0.01,0.02,2.4,15522270.0,-2.367273,24839.455188,16011.64
11.4,0.01,0.02,2.4,15735060.0,-2.376165,24717.091288,16230.35
11.4,0.01,0.02,2.4,15942340.0,-2.385102,24591.359378,16449.77
11.4,0.01,0.02,2.4,16144250.0,-2.394081,24463.025045,16670.24
11.4,0.01,0.02,2.4,16341390.0,-2.403127,24331.067435,16891.89
11.4,0.01,0.02,2.6,13119780.0,-2.282747,25815.682921,13912.11
11.4,0.01,0.02,2.6,13382280.0,-2.290906,25724.473468,14109.41
11.4,0.01,0.02,2.6,13638270.0,-2.299094,25631.005206,14308.05
11.4,0.01,0.02,2.6,13888310.0,-2.307324,25534.692827,14508.12
11.4,0.01,0.02,2.6,14132900.0,-2.315626,25435.192077,14710.26
11.4,0.01,0.02,2.6,14371970.0,-2.323998,25331.997749,14914.12
11.4,0.01,0.02,2.6,14605120.0,-2.332408,25226.422211,15119.36
11.4,0.01,0.02,2.6,14832660.0,-2.340857,25117.7193,15325.59
11.4,0.01,0.02,2.6,15055120.0,-2.349352,25005.626048,15533.14
11.4,0.01,0.02,2.6,15272350.0,-2.35791,24890.398898,15741.96
11.4,0.01,0.02,2.6,15484410.0,-2.36652,24772.000193,15951.89
11.4,0.01,0.02,2.6,15691480.0,-2.375182,24650.289313,16162.89
11.4,0.01,0.02,2.6,15893620.0,-2.383887,24525.430098,16374.95
11.4,0.01,0.02,2.6,16091020.0,-2.392663,24397.117416,16588.03
11.4,0.01,0.02,2.8,13106340.0,-2.282604,25772.592008,13887.21
11.4,0.01,0.02,2.8,13363500.0,-2.290608,25681.138445,14079.56
11.4,0.01,0.02,2.8,13614280.0,-2.298636,25587.768739,14273.17
11.4,0.01,0.02,2.8,13859500.0,-2.306705,25491.118597,14467.83
11.4,0.01,0.02,2.8,14099380.0,-2.314858,25391.180798,14664.78
11.4,0.01,0.02,2.8,14333430.0,-2.323037,25288.657412,14863.01
11.4,0.01,0.02,2.8,14561990.0,-2.331269,25183.246201,15062.34
11.4,0.01,0.02,2.8,14785430.0,-2.339551,25074.537839,15262.84
11.4,0.01,0.02,2.8,15003630.0,-2.347876,24962.627363,15464.25
11.4,0.01,0.02,2.8,15216440.0,-2.35624,24847.656237,15666.46
11.4,0.01,0.02,2.8,15423930.0,-2.364635,24730.458569,15869.56
11.4,0.01,0.02,2.8,15626760.0,-2.37309,24609.61246,16073.7
11.4,0.01,0.02,2.8,15825090.0,-2.381599,24485.398657,16278.82
11.4,0.01,0.02,2.8,16018570.0,-2.390163,24357.998842,16484.77
11.4,0.01,0.02,3.0,13231140.0,-2.286688,25686.224809,13966.84
11.4,0.01,0.02,3.0,13480880.0,-2.294583,25593.150974,14155.7
11.4,0.01,0.02,3.0,13724490.0,-2.302501,25498.072472,14345.66
11.4,0.01,0.02,3.0,13962670.0,-2.310492,25399.751562,14537.58
11.4,0.01,0.02,3.0,14195670.0,-2.318532,25298.281211,14730.72
11.4,0.01,0.02,3.0,14423070.0,-2.326604,25193.890361,14924.71
11.4,0.01,0.02,3.0,14644850.0,-2.33471,25087.135986,15119.73
11.4,0.01,0.02,3.0,14861520.0,-2.342856,24977.427767,15315.71
11.4,0.01,0.02,3.0,15073440.0,-2.351042,24864.30587,15512.63
11.4,0.01,0.02,3.0,15280360.0,-2.359291,24748.474382,15710.84
11.4,0.01,0.02,3.0,15482400.0,-2.367578,24629.525351,15909.61
11.4,0.01,0.02,3.0,15679800.0,-2.375913,24507.702297,16109.35
11.4,0.01,0.02,3.0,15872640.0,-2.384296,24382.548969,16309.69
11.4,0.01,0.025,1.0,13101220.0,-2.280643,26016.197914,13947.74
11.4,0.01,0.025,1.0,13386910.0,-2.289405,25927.735939,14164.93
11.4,0.01,0.025,1.0,13666090.0,-2.298225,25835.692398,14384.27
11.4,0.01,0.025,1.0,13938110.0,-2.307073,25741.339549,14605.44
11.4,0.01,0.025,1.0,14203660.0,-2.315989,25643.453908,14828.4
11.4,0.01,0.025,1.0,14463180.0,-2.324976,25541.738593,15053.39
11.4,0.01,0.025,1.0,14716100.0,-2.334015,25437.438797,15280.89
11.4,0.01,0.025,1.0,14963020.0,-2.343153,25329.438795,15510.91
11.4,0.01,0.025,1.0,15204460.0,-2.352375,25217.603171,15743.29
11.4,0.01,0.025,1.0,15440170.0,-2.361668,25102.085772,15977.59
11.4,0.01,0.025,1.0,15670160.0,-2.371029,24982.844836,16213.64
11.4,0.01,0.025,1.0,15894520.0,-2.380459,24859.848026,16451.4
11.4,0.01,0.025,1.0,16113340.0,-2.389959,24732.508744,16690.44
11.4,0.01,0.025,1.0,16326320.0,-2.399499,24602.47078,16930.97
11.4,0.01,0.025,1.0,16534000.0,-2.409116,24468.314718,17172.58
11.4,0.01,0.025,1.0,16736830.0,-2.418827,24329.80846,17415.96
11.4,0.01,0.025,1.2,12928140.0,-2.275353,26076.179615,13821.15
11.4,0.01,0.025,1.2,13219380.0,-2.284117,25990.04862,14038.52
11.4,0.01,0.025,1.2,13503480.0,-2.29293,25900.251461,14257.48
11.4,0.01,0.025,1.2,13780970.0,-2.301803,25806.97346,14478.65
11.4,0.01,0.025,1.2,14051170.0,-2.310708,25711.635878,14701.52
11.4,0.01,0.025,1.2,14315080.0,-2.319673,25612.359869,14926.11
11.4,0.01,0.025,1.2,14572980.0,-2.328703,25509.291781,15153.05
11.4,0.01,0.025,1.2,14824180.0,-2.337821,25403.815644,15382.8
11.4,0.01,0.025,1.2,15069570.0,-2.347018,25294.073485,15614.58
11.4,0.01,0.025,1.2,15309360.0,-2.356296,25180.291096,15848.52
11.4,0.01,0.025,1.2,15542860.0,-2.365622,25064.482697,16084.52
11.4,0.01,0.025,1.2,15771210.0,-2.375024,24943.63872,16322.2
11.4,0.01,0.025,1.2,15994460.0,-2.38453,24818.507104,16561.98
11.4,0.01,0.025,1.2,16211600.0,-2.394086,24690.114294,16803.0
11.4,0.01,0.025,1.2,16423060.0,-2.403696,24558.600457,17045.35
11.4,0.01,0.025,1.2,16629590.0,-2.413392,24422.497748,17289.15
11.4,0.01,0.025,1.4,13099240.0,-2.28052,26033.337092,13951.14
11.4,0.01,0.025,1.4,13386920.0,-2.289333,25945.611765,14170.33
11.4,0.01,0.025,1.4,13667810.0,-2.298195,25854.236393,14391.32
11.4,0.01,0.025,1.4,13942280.0,-2.307126,25759.216376,14614.52
11.4,0.01,0.025,1.4,14209680.0,-2.316085,25661.869621,14839.59
11.4,0.01,0.025,1.4,14470760.0,-2.325115,25560.799592,15066.39
11.4,0.01,0.025,1.4,14725870.0,-2.334236,25455.782014,15295.87
11.4,0.01,0.025,1.4,14974460.0,-2.343421,25348.036586,15528.09
11.4,0.01,0.025,1.4,15217160.0,-2.352689,25236.500639,15762.31
11.4,0.01,0.025,1.4,15454430.0,-2.362043,25121.061002,15998.87
11.4,0.01,0.025,1.4,15685990.0,-2.37147,25001.875138,16237.34
11.4,0.01,0.025,1.4,15911910.0,-2.380968,24878.927814,16477.64
11.4,0.01,0.025,1.4,16132310.0,-2.390537,24751.740595,16719.35
11.4,0.01,0.025,1.4,16347030.0,-2.400173,24620.652016,16962.45
11.4,0.01,0.025,1.4,16555950.0,-2.409846,24486.867107,17206.85
11.4,0.01,0.025,1.4,16759890.0,-2.419618,24348.792488,17452.95
11.4,0.01,0.025,1.6,13152040.0,-2.282064,26024.878224,13993.2
11.4,0.01,0.025,1.6,13439550.0,-2.290912,25936.514805,14213.62
11.4,0.01,0.025,1.6,13720540.0,-2.299828,25844.293309,14436.1
11.4,0.01,0.025,1.6,13994620.0,-2.308795,25749.051306,14660.69
11.4,0.01,0.025,1.6,14261710.0,-2.317805,25651.139444,14887.03
11.4,0.01,0.025,1.6,14522660.0,-2.326868,25549.177743,15115.2
11.4,0.01,0.025,1.6,14777350.0,-2.336044,25443.767314,15346.67
11.4,0.01,0.025,1.6,15025600.0,-2.345284,25335.360083,15580.32
11.4,0.01,0.025,1.6,15268120.0,-2.354601,25222.680905,15815.87
11.4,0.01,0.025,1.6,15504820.0,-2.36399,25106.70844,16053.69
11.4,0.01,0.025,1.6,15735700.0,-2.37345,24986.849308,16293.28
11.4,0.01,0.025,1.6,15961090.0,-2.382987,24862.989829,16534.73
11.4,0.01,0.025,1.6,16180850.0,-2.39259,24735.079022,16777.56
11.4,0.01,0.025,1.6,16394870.0,-2.402255,24604.055911,17022.04
11.4,0.01,0.025,1.6,16603620.0,-2.411994,24469.149143,17268.05
11.4,0.01,0.025,1.6,16807590.0,-2.421832,24330.043415,17516.09
11.4,0.01,0.025,1.8,12915380.0,-2.274973,26099.823804,13819.32
11.4,0.01,0.025,1.8,13209360.0,-2.283807,26013.979466,14038.8
11.4,0.01,0.025,1.8,13496210.0,-2.292687,25924.94771,14260.22
11.4,0.01,0.025,1.8,13776510.0,-2.301629,25832.127425,14483.77
11.4,0.01,0.025,1.8,14049790.0,-2.310624,25736.634826,14709.4
11.4,0.01,0.025,1.8,14316340.0,-2.319667,25637.978056,14936.82
11.4,0.01,0.025,1.8,14576810.0,-2.328781,25535.29161,15166.29
11.4,0.01,0.025,1.8,14830820.0,-2.337982,25429.571545,15398.77
11.4,0.01,0.025,1.8,15078590.0,-2.347261,25320.346703,15633.65
11.4,0.01,0.025,1.8,15320720.0,-2.35662,25206.800301,15870.57
11.4,0.01,0.025,1.8,15556800.0,-2.366034,25089.983916,16109.55
11.4,0.01,0.025,1.8,15786970.0,-2.375524,24969.530876,16350.28
11.4,0.01,0.025,1.8,16011690.0,-2.385095,24844.855572,16592.81
11.4,0.01,0.025,1.8,16230840.0,-2.394735,24716.138681,16836.86
11.4,0.01,0.025,1.8,16444200.0,-2.404432,24584.452803,17082.49
11.4,0.01,0.025,1.8,16652380.0,-2.414211,24448.596356,17329.71
11.4,0.01,0.025,1.8,16855760.0,-2.424087,24308.715872,17579.03
11.4,0.01,0.025,2.0,13125710.0,-2.281244,26044.786311,13976.7
11.4,0.01,0.025,2.0,13415690.0,-2.290141,25956.099744,14198.27
11.4,0.01,0.025,2.0,13698260.0,-2.299079,25864.935172,14421.88
11.4,0.01,0.025,2.0,13973960.0,-2.308064,25770.495205,14647.33
11.4,0.01,0.025,2.0,14243350.0,-2.317122,25672.171013,14874.91
11.4,0.01,0.025,2.0,14505990.0,-2.326232,25571.107955,15104.59
11.4,0.01,0.025,2.0,14762220.0,-2.335408,25466.560776,15336.44
11.4,0.01,0.025,2.0,15012580.0,-2.344696,25357.716168,15571.42
11.4,0.01,0.025,2.0,15256670.0,-2.35405,25245.598051,15808.53
11.4,0.01,0.025,2.0,15494600.0,-2.363447,25130.190474,16047.41
11.4,0.01,0.025,2.0,15727020.0,-2.372937,25010.4338,16288.18
11.4,0.01,0.025,2.0,15953740.0,-2.382492,24886.593489,16530.74
11.4,0.01,0.025,2.0,16174420.0,-2.392112,24759.929655,16774.98
11.4,0.01,0.025,2.0,16389760.0,-2.401804,24629.072357,17020.67
11.4,0.01,0.025,2.0,16600100.0,-2.411589,24494.367793,17268.61
11.4,0.01,0.025,2.0,16805420.0,-2.421468,24355.358554,17518.39
11.4,0.01,0.025,2.2,13030480.0,-2.278341,26076.939867,13906.19
11.4,0.01,0.025,2.2,13323440.0,-2.287243,25989.766498,14127.87
11.4,0.01,0.025,2.2,13609460.0,-2.296193,25899.250399,14351.68
11.4,0.01,0.025,2.2,13888420.0,-2.3052,25805.222812,14577.31
11.4,0.01,0.025,2.2,14160190.0,-2.31425,25708.627027,14804.96
11.4,0.01,0.025,2.2,14425320.0,-2.323349,25608.660164,15034.34
11.4,0.01,0.025,2.2,14684370.0,-2.332524,25504.680531,15265.88
11.4,0.01,0.025,2.2,14936910.0,-2.341796,25397.71855,15500.8
11.4,0.01,0.025,2.2,15183330.0,-2.351138,25287.028793,15737.78
11.4,0.01,0.025,2.2,15424130.0,-2.360562,25172.022635,15976.88
11.4,0.01,0.025,2.2,15658820.0,-2.370049,25054.575598,16218.37
11.4,0.01,0.025,2.2,15888150.0,-2.379611,24932.266715,16461.65
11.4,0.01,0.025,2.2,16112260.0,-2.389276,24805.630353,16707.08
11.4,0.01,0.025,2.2,16330340.0,-2.398998,24675.135302,16953.67
11.4,0.01,0.025,2.2,16542490.0,-2.408771,24541.74512,17201.74
11.4,0.01,0.025,2.2,16749440.0,-2.418619,24404.810101,17451.56
11.4,0.01,0.025,2.4,13175220.0,-2.282916,26030.447031,14017.15
11.4,0.01,0.025,2.4,13463870.0,-2.291819,25941.820531,14239.29
11.4,0.01,0.025,2.4,13745650.0,-2.300778,25849.83198,14463.58
11.4,0.01,0.025,2.4,14020710.0,-2.309796,25754.645739,14689.93
11.4,0.01,0.025,2.4,14289120.0,-2.318869,25655.702646,14918.1
11.4,0.01,0.025,2.4,14550740.0,-2.327991,25554.18031,15148.37
11.4,0.01,0.025,2.4,14806070.0,-2.337193,25449.041469,15381.11
11.4,0.01,0.025,2.4,15055660.0,-2.346505,25339.539376,15616.92
